schema_version,timestamp_utc,run_id,source,prompt_id,prompt,base_model_repo_id,base_model_revision,tokenizer_repo_id,tokenizer_revision,jlens_repo_id,jlens_revision,jlens_filename,jlens_code_commit,runtime_dtype,attention_implementation,seed,method,layer,position,target,target_token_id,target_token,target_logit,target_rank,top_k
1,2026-09-03T06:24:37.395572+00:00,run_20260903T045230Z_qwen36_gold_blue_jlens,vendor/jacobian-lens/data/evaluations/lens-eval-multihop.json,jlens_sanity_mars-color,Fact: The color of the planet fourth from the Sun is ,Qwen/Qwen3.6-27B,6a9e13bd6fc8f0983b9b99948120bc37f49c13e9,Qwen/Qwen3.6-27B,6a9e13bd6fc8f0983b9b99948120bc37f49c13e9,neuronpedia/jacobian-lens,91271eb5b15a43eebed7bb447618738754f1379a,qwen3.6-27b/jlens/Salesforce-wikitext/Qwen3.6-27B_jacobian_lens_n1000.pt,581d398613e5602a5af361e1c34d3a92ea82ba8e,bfloat16,flash_attention_2,7,logit_lens,0,12,Mars,20403, Mars,-0.8671875,13985,"[{'token_id': 220, 'token': ' ', 'logit': 6.09375}, {'token_id': 13, 'token': '.', 'logit': 5.28125}, {'token_id': 11, 'token': ',', 'logit': 5.15625}, {'token_id': 318, 'token': ' (', 'logit': 5.03125}, {'token_id': 12, 'token': '-', 'logit': 4.96875}, {'token_id': 14, 'token': '/', 'logit': 4.6875}, {'token_id': 198, 'token': '\n', 'logit': 4.625}, {'token_id': 1076, 'token': '...', 'logit': 4.53125}, {'token_id': 0, 'token': '!', 'logit': 4.34375}, {'token_id': 7, 'token': '(', 'logit': 4.3125}]"
1,2026-09-03T06:24:37.415340+00:00,run_20260903T045230Z_qwen36_gold_blue_jlens,vendor/jacobian-lens/data/evaluations/lens-eval-multihop.json,jlens_sanity_mars-color,Fact: The color of the planet fourth from the Sun is ,Qwen/Qwen3.6-27B,6a9e13bd6fc8f0983b9b99948120bc37f49c13e9,Qwen/Qwen3.6-27B,6a9e13bd6fc8f0983b9b99948120bc37f49c13e9,neuronpedia/jacobian-lens,91271eb5b15a43eebed7bb447618738754f1379a,qwen3.6-27b/jlens/Salesforce-wikitext/Qwen3.6-27B_jacobian_lens_n1000.pt,581d398613e5602a5af361e1c34d3a92ea82ba8e,bfloat16,flash_attention_2,7,jlens,0,12,Mars,20403, Mars,-0.2470703125,127496,"[{'token_id': 1317, 'token': ' –', 'logit': 14.25}, {'token_id': 13, 'token': '.', 'logit': 12.5625}, {'token_id': 4006, 'token': '–', 'logit': 12.5625}, {'token_id': 50412, 'token': '…..', 'logit': 12.25}, {'token_id': 8965, 'token': '\xa0\xa0', 'logit': 11.6875}, {'token_id': 19805, 'token': '….', 'logit': 11.5625}, {'token_id': 3966, 'token': '\xa0', 'logit': 11.0}, {'token_id': 69906, 'token': ' \u200b\u200b', 'logit': 10.5625}, {'token_id': 12, 'token': '-', 'logit': 10.125}, {'token_id': 26594, 'token': ' 🙂', 'logit': 9.875}]"
1,2026-09-03T06:24:37.420596+00:00,run_20260903T045230Z_qwen36_gold_blue_jlens,vendor/jacobian-lens/data/evaluations/lens-eval-multihop.json,jlens_sanity_mars-color,Fact: The color of the planet fourth from the Sun is ,Qwen/Qwen3.6-27B,6a9e13bd6fc8f0983b9b99948120bc37f49c13e9,Qwen/Qwen3.6-27B,6a9e13bd6fc8f0983b9b99948120bc37f49c13e9,neuronpedia/jacobian-lens,91271eb5b15a43eebed7bb447618738754f1379a,qwen3.6-27b/jlens/Salesforce-wikitext/Qwen3.6-27B_jacobian_lens_n1000.pt,581d398613e5602a5af361e1c34d3a92ea82ba8e,bfloat16,flash_attention_2,7,logit_lens,1,12,Mars,20403, Mars,-0.859375,13897,"[{'token_id': 220, 'token': ' ', 'logit': 6.15625}, {'token_id': 13, 'token': '.', 'logit': 5.46875}, {'token_id': 11, 'token': ',', 'logit': 5.1875}, {'token_id': 12, 'token': '-', 'logit': 5.0625}, {'token_id': 318, 'token': ' (', 'logit': 4.90625}, {'token_id': 1076, 'token': '...', 'logit': 4.84375}, {'token_id': 198, 'token': '\n', 'logit': 4.6875}, {'token_id': 0, 'token': '!', 'logit': 4.625}, {'token_id': 14, 'token': '/', 'logit': 4.53125}, {'token_id': 25, 'token': ':', 'logit': 4.40625}]"
1,2026-09-03T06:24:37.437242+00:00,run_20260903T045230Z_qwen36_gold_blue_jlens,vendor/jacobian-lens/data/evaluations/lens-eval-multihop.json,jlens_sanity_mars-color,Fact: The color of the planet fourth from the Sun is ,Qwen/Qwen3.6-27B,6a9e13bd6fc8f0983b9b99948120bc37f49c13e9,Qwen/Qwen3.6-27B,6a9e13bd6fc8f0983b9b99948120bc37f49c13e9,neuronpedia/jacobian-lens,91271eb5b15a43eebed7bb447618738754f1379a,qwen3.6-27b/jlens/Salesforce-wikitext/Qwen3.6-27B_jacobian_lens_n1000.pt,581d398613e5602a5af361e1c34d3a92ea82ba8e,bfloat16,flash_attention_2,7,jlens,1,12,Mars,20403, Mars,0.05078125,193015,"[{'token_id': 184142, 'token': ' –**', 'logit': 9.375}, {'token_id': 233546, 'token': ' Hidal', 'logit': 8.9375}, {'token_id': 52986, 'token': 'aleigh', 'logit': 8.875}, {'token_id': 194600, 'token': ' Strec', 'logit': 8.875}, {'token_id': 17913, 'token': 'obuf', 'logit': 8.6875}, {'token_id': 132360, 'token': '用书', 'logit': 8.1875}, {'token_id': 1317, 'token': ' –', 'logit': 8.125}, {'token_id': 232627, 'token': ' сбаланси', 'logit': 8.0625}, {'token_id': 86609, 'token': ' Hannity', 'logit': 8.0}, {'token_id': 231705, 'token': ' rasseg', 'logit': 7.96875}]"
1,2026-09-03T06:24:37.440443+00:00,run_20260903T045230Z_qwen36_gold_blue_jlens,vendor/jacobian-lens/data/evaluations/lens-eval-multihop.json,jlens_sanity_mars-color,Fact: The color of the planet fourth from the Sun is ,Qwen/Qwen3.6-27B,6a9e13bd6fc8f0983b9b99948120bc37f49c13e9,Qwen/Qwen3.6-27B,6a9e13bd6fc8f0983b9b99948120bc37f49c13e9,neuronpedia/jacobian-lens,91271eb5b15a43eebed7bb447618738754f1379a,qwen3.6-27b/jlens/Salesforce-wikitext/Qwen3.6-27B_jacobian_lens_n1000.pt,581d398613e5602a5af361e1c34d3a92ea82ba8e,bfloat16,flash_attention_2,7,logit_lens,2,12,Mars,20403, Mars,-0.921875,16011,"[{'token_id': 220, 'token': ' ', 'logit': 6.1875}, {'token_id': 13, 'token': '.', 'logit': 5.46875}, {'token_id': 11, 'token': ',', 'logit': 5.375}, {'token_id': 1076, 'token': '...', 'logit': 5.1875}, {'token_id': 318, 'token': ' (', 'logit': 4.75}, {'token_id': 12, 'token': '-', 'logit': 4.59375}, {'token_id': 0, 'token': '!', 'logit': 4.5625}, {'token_id': 198, 'token': '\n', 'logit': 4.5}, {'token_id': 264, 'token': ' a', 'logit': 4.3125}, {'token_id': 14, 'token': '/', 'logit': 4.3125}]"
1,2026-09-03T06:24:37.473636+00:00,run_20260903T045230Z_qwen36_gold_blue_jlens,vendor/jacobian-lens/data/evaluations/lens-eval-multihop.json,jlens_sanity_mars-color,Fact: The color of the planet fourth from the Sun is ,Qwen/Qwen3.6-27B,6a9e13bd6fc8f0983b9b99948120bc37f49c13e9,Qwen/Qwen3.6-27B,6a9e13bd6fc8f0983b9b99948120bc37f49c13e9,neuronpedia/jacobian-lens,91271eb5b15a43eebed7bb447618738754f1379a,qwen3.6-27b/jlens/Salesforce-wikitext/Qwen3.6-27B_jacobian_lens_n1000.pt,581d398613e5602a5af361e1c34d3a92ea82ba8e,bfloat16,flash_attention_2,7,jlens,2,12,Mars,20403, Mars,1.46875,117879,"[{'token_id': 180201, 'token': '**–', 'logit': 10.0625}, {'token_id': 177177, 'token': ' **–', 'logit': 9.625}, {'token_id': 26594, 'token': ' 🙂', 'logit': 9.3125}, {'token_id': 184142, 'token': ' –**', 'logit': 9.25}, {'token_id': 79734, 'token': 'уй', 'logit': 9.25}, {'token_id': 1317, 'token': ' –', 'logit': 9.125}, {'token_id': 69906, 'token': ' \u200b\u200b', 'logit': 9.125}, {'token_id': 29523, 'token': 'VERY', 'logit': 8.875}, {'token_id': 50412, 'token': '…..', 'logit': 8.875}, {'token_id': 82957, 'token': '–and', 'logit': 8.5625}]"
1,2026-09-03T06:24:37.487456+00:00,run_20260903T045230Z_qwen36_gold_blue_jlens,vendor/jacobian-lens/data/evaluations/lens-eval-multihop.json,jlens_sanity_mars-color,Fact: The color of the planet fourth from the Sun is ,Qwen/Qwen3.6-27B,6a9e13bd6fc8f0983b9b99948120bc37f49c13e9,Qwen/Qwen3.6-27B,6a9e13bd6fc8f0983b9b99948120bc37f49c13e9,neuronpedia/jacobian-lens,91271eb5b15a43eebed7bb447618738754f1379a,qwen3.6-27b/jlens/Salesforce-wikitext/Qwen3.6-27B_jacobian_lens_n1000.pt,581d398613e5602a5af361e1c34d3a92ea82ba8e,bfloat16,flash_attention_2,7,logit_lens,3,12,Mars,20403, Mars,-0.7890625,13029,"[{'token_id': 220, 'token': ' ', 'logit': 6.125}, {'token_id': 13, 'token': '.', 'logit': 5.40625}, {'token_id': 1076, 'token': '...', 'logit': 5.1875}, {'token_id': 11, 'token': ',', 'logit': 5.125}, {'token_id': 12, 'token': '-', 'logit': 4.84375}, {'token_id': 198, 'token': '\n', 'logit': 4.71875}, {'token_id': 318, 'token': ' (', 'logit': 4.6875}, {'token_id': 0, 'token': '!', 'logit': 4.65625}, {'token_id': 14, 'token': '/', 'logit': 4.5}, {'token_id': 25, 'token': ':', 'logit': 4.4375}]"
1,2026-09-03T06:24:37.569334+00:00,run_20260903T045230Z_qwen36_gold_blue_jlens,vendor/jacobian-lens/data/evaluations/lens-eval-multihop.json,jlens_sanity_mars-color,Fact: The color of the planet fourth from the Sun is ,Qwen/Qwen3.6-27B,6a9e13bd6fc8f0983b9b99948120bc37f49c13e9,Qwen/Qwen3.6-27B,6a9e13bd6fc8f0983b9b99948120bc37f49c13e9,neuronpedia/jacobian-lens,91271eb5b15a43eebed7bb447618738754f1379a,qwen3.6-27b/jlens/Salesforce-wikitext/Qwen3.6-27B_jacobian_lens_n1000.pt,581d398613e5602a5af361e1c34d3a92ea82ba8e,bfloat16,flash_attention_2,7,jlens,3,12,Mars,20403, Mars,-0.51171875,218043,"[{'token_id': 88804, 'token': ' milfs', 'logit': 11.1875}, {'token_id': 70949, 'token': ' Shemale', 'logit': 9.8125}, {'token_id': 81114, 'token': ' Blowjob', 'logit': 9.4375}, {'token_id': 82641, 'token': ' Bbw', 'logit': 9.25}, {'token_id': 157333, 'token': 'aruhi', 'logit': 9.125}, {'token_id': 69731, 'token': ' pornstar', 'logit': 9.125}, {'token_id': 194600, 'token': ' Strec', 'logit': 9.0}, {'token_id': 224009, 'token': ' όλε', 'logit': 8.75}, {'token_id': 233546, 'token': ' Hidal', 'logit': 8.6875}, {'token_id': 180891, 'token': ' Pubbl', 'logit': 8.6875}]"
1,2026-09-03T06:24:37.572715+00:00,run_20260903T045230Z_qwen36_gold_blue_jlens,vendor/jacobian-lens/data/evaluations/lens-eval-multihop.json,jlens_sanity_mars-color,Fact: The color of the planet fourth from the Sun is ,Qwen/Qwen3.6-27B,6a9e13bd6fc8f0983b9b99948120bc37f49c13e9,Qwen/Qwen3.6-27B,6a9e13bd6fc8f0983b9b99948120bc37f49c13e9,neuronpedia/jacobian-lens,91271eb5b15a43eebed7bb447618738754f1379a,qwen3.6-27b/jlens/Salesforce-wikitext/Qwen3.6-27B_jacobian_lens_n1000.pt,581d398613e5602a5af361e1c34d3a92ea82ba8e,bfloat16,flash_attention_2,7,logit_lens,4,12,Mars,20403, Mars,-0.72265625,12055,"[{'token_id': 220, 'token': ' ', 'logit': 6.125}, {'token_id': 13, 'token': '.', 'logit': 5.375}, {'token_id': 1076, 'token': '...', 'logit': 5.34375}, {'token_id': 11, 'token': ',', 'logit': 5.1875}, {'token_id': 12, 'token': '-', 'logit': 4.8125}, {'token_id': 0, 'token': '!', 'logit': 4.71875}, {'token_id': 198, 'token': '\n', 'logit': 4.6875}, {'token_id': 318, 'token': ' (', 'logit': 4.625}, {'token_id': 25, 'token': ':', 'logit': 4.46875}, {'token_id': 14, 'token': '/', 'logit': 4.4375}]"
1,2026-09-03T06:24:37.589340+00:00,run_20260903T045230Z_qwen36_gold_blue_jlens,vendor/jacobian-lens/data/evaluations/lens-eval-multihop.json,jlens_sanity_mars-color,Fact: The color of the planet fourth from the Sun is ,Qwen/Qwen3.6-27B,6a9e13bd6fc8f0983b9b99948120bc37f49c13e9,Qwen/Qwen3.6-27B,6a9e13bd6fc8f0983b9b99948120bc37f49c13e9,neuronpedia/jacobian-lens,91271eb5b15a43eebed7bb447618738754f1379a,qwen3.6-27b/jlens/Salesforce-wikitext/Qwen3.6-27B_jacobian_lens_n1000.pt,581d398613e5602a5af361e1c34d3a92ea82ba8e,bfloat16,flash_attention_2,7,jlens,4,12,Mars,20403, Mars,-0.19921875,173741,"[{'token_id': 68314, 'token': ' maths', 'logit': 9.6875}, {'token_id': 101074, 'token': '典礼', 'logit': 8.25}, {'token_id': 187113, 'token': ' **#', 'logit': 8.0}, {'token_id': 58929, 'token': '.nz', 'logit': 7.9375}, {'token_id': 136158, 'token': '港币', 'logit': 7.78125}, {'token_id': 89384, 'token': ' Maths', 'logit': 7.75}, {'token_id': 93424, 'token': ' Vinci', 'logit': 7.65625}, {'token_id': 85436, 'token': ' Aluminium', 'logit': 7.59375}, {'token_id': 145916, 'token': '零八', 'logit': 7.53125}, {'token_id': 77075, 'token': 'plorer', 'logit': 7.5}]"
